trip_id,stop_id,delay_min,snapshot_time
305848259,de:11000:900079221::3,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900132025::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900132014::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096312::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096356::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096357::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096305::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096303::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096363::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096301::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096308::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096101::3,-0.5,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096407::3,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096454::3,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096401::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096406::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096457::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096409::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900096458::4,-0.5,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900086105::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900086159::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900086106::2,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900086153::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900086102::4,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900087152::1,0.0,2026-09-12T23:39:34.404596+02:00
305837282,de:11000:900087153::2,0.0,2026-09-12T23:39:34.404596+02:00
